,Station,week,cod,do,nh3,ph,week_eval,lon,lat,Basin
1679,35,52,1.3,12.0,0.22,8.46,2.0,115.71926100000002,40.072873,Huang River
1680,36,1,3.8,10.8,0.66,8.39,3.0,117.33626799999999,39.793136,Huang River
1681,36,2,6.5,10.2,2.28,7.41,,117.33626799999999,39.793136,Huang River
1682,36,3,8.0,12.7,2.94,7.57,5.0,117.33626799999999,39.793136,Huang River
1683,36,4,7.9,10.8,3.0,7.48,5.0,117.33626799999999,39.793136,Huang River
1684,36,5,8.0,7.88,3.92,7.32,5.0,117.33626799999999,39.793136,Huang River
1685,36,6,8.9,8.82,3.7,7.4,5.0,117.33626799999999,39.793136,Huang River
1686,36,7,,,,,,117.33626799999999,39.793136,Huang River
1687,36,8,,,,,,117.33626799999999,39.793136,Huang River
1688,36,9,8.1,7.71,4.33,7.33,5.0,117.33626799999999,39.793136,Huang River
1689,36,10,,,,,,117.33626799999999,39.793136,Huang River
1690,36,11,8.3,7.21,4.26,7.44,5.0,117.33626799999999,39.793136,Huang River
1691,36,12,9.9,7.64,3.61,7.57,5.0,117.33626799999999,39.793136,Huang River
1692,36,13,6.2,9.12,0.09,7.72,4.0,117.33626799999999,39.793136,Huang River
1693,36,14,6.1,9.1,0.12,7.73,4.0,117.33626799999999,39.793136,Huang River
1694,36,15,7.0,8.13,0.16,7.41,4.0,117.33626799999999,39.793136,Huang River
1695,36,16,5.0,6.2,0.28,7.3,3.0,117.33626799999999,39.793136,Huang River
1696,36,17,5.5,7.25,0.34,7.34,3.0,117.33626799999999,39.793136,Huang River
1697,36,18,5.0,6.87,0.23,7.39,3.0,117.33626799999999,39.793136,Huang River
1698,36,19,3.6,5.29,0.25,7.19,3.0,117.33626799999999,39.793136,Huang River
1699,36,20,3.1,7.39,0.21,7.18,2.0,117.33626799999999,39.793136,Huang River
1700,36,21,3.3,7.95,0.25,7.28,2.0,117.33626799999999,39.793136,Huang River
1701,36,22,3.5,8.09,0.33,7.54,2.0,117.33626799999999,39.793136,Huang River
1702,36,23,4,9.3,0.25,7.87,2.0,117.33626799999999,39.793136,Huang River
1703,36,24,4.0,7.73,0.28,7.55,2.0,117.33626799999999,39.793136,Huang River
1704,36,25,3.6,7.2,0.26,7.52,2.0,117.33626799999999,39.793136,Huang River
1705,36,28,4.2,4.32,0.99,7.12,4.0,117.33626799999999,39.793136,Huang River
1706,36,29,3.3,4.63,0.37,7.51,4.0,117.33626799999999,39.793136,Huang River
1707,36,30,4.6,2.45,2.01,7.78,5.0,117.33626799999999,39.793136,Huang River
1708,36,31,4.8,4.17,1.69,7.62,5.0,117.33626799999999,39.793136,Huang River
1709,36,32,3.6,3.86,0.81,7.34,4.0,117.33626799999999,39.793136,Huang River
1710,36,33,3.6,3.28,0.85,7.25,4.0,117.33626799999999,39.793136,Huang River
1711,36,35,4.1,4.01,0.44,7.4,4.0,117.33626799999999,39.793136,Huang River
1712,36,36,4.2,4.57,0.57,7.48,4.0,117.33626799999999,39.793136,Huang River
1713,36,37,3.2,2.55,0.52,7.25,5.0,117.33626799999999,39.793136,Huang River
1714,36,38,2.7,1.79,1.22,7.43,5.0,117.33626799999999,39.793136,Huang River
1715,36,39,2.1,2.01,0.86,7.2,5.0,117.33626799999999,39.793136,Huang River
1716,36,40,2.2,3.39,0.83,7.25,4.0,117.33626799999999,39.793136,Huang River
1717,36,41,2.0,6.22,0.19,7.71,2.0,117.33626799999999,39.793136,Huang River
1718,36,42,2.2,6.62,0.32,7.54,2.0,117.33626799999999,39.793136,Huang River
1719,36,43,2.2,5.14,0.47,7.19,3.0,117.33626799999999,39.793136,Huang River
1720,36,44,1.8,7.13,0.32,7.39,2.0,117.33626799999999,39.793136,Huang River
1721,36,45,1.9,7.8,0.44,7.4,2.0,117.33626799999999,39.793136,Huang River
1722,36,46,1.9,8.55,0.28,7.54,2.0,117.33626799999999,39.793136,Huang River
1723,36,47,2.4,8.33,0.48,7.66,2.0,117.33626799999999,39.793136,Huang River
1724,36,48,2.6,8.39,0.7,7.6,3.0,117.33626799999999,39.793136,Huang River
1725,36,49,3.6,8.12,0.93,7.76,3.0,117.33626799999999,39.793136,Huang River
1726,36,50,3.4,9.17,0.88,7.88,3.0,117.33626799999999,39.793136,Huang River
1727,36,52,3.8,8.42,1.32,7.78,4.0,117.33626799999999,39.793136,Huang River
1728,37,1,3.4,7.95,0.47,7.05,2.0,117.728075,40.030217,Huang River
1729,37,2,,,,,,117.728075,40.030217,Huang River
1730,37,3,3.3,11.8,0.5,8.4,2.0,117.728075,40.030217,Huang River
1731,37,4,2.9,11.5,0.32,8.37,2.0,117.728075,40.030217,Huang River
1732,37,5,3.6,13.1,0.4,8.52,2.0,117.728075,40.030217,Huang River
1733,37,6,3.8,14.4,0.33,8.73,2.0,117.728075,40.030217,Huang River
1734,37,7,7.4,18.4,0.15,9.0,4.0,117.728075,40.030217,Huang River
1735,37,8,8.2,20.1,0.08,9.26,4.0,117.728075,40.030217,Huang River
1736,37,9,11.9,20.0,0.11,9.42,5.0,117.728075,40.030217,Huang River
1737,37,10,,,,,,117.728075,40.030217,Huang River
1738,37,11,4.7,13.3,0.36,8.83,3.0,117.728075,40.030217,Huang River
1739,37,12,4.8,16.4,0.09,8.75,3.0,117.728075,40.030217,Huang River
1740,37,13,4.2,19.2,0.04,9.1,5.0,117.728075,40.030217,Huang River
1741,37,14,3.5,15.9,0.15,9.07,5.0,117.728075,40.030217,Huang River
1742,37,15,3.1,11.6,0.29,8.8,2.0,117.728075,40.030217,Huang River
1743,37,16,3.3,12.0,0.27,9.0,2.0,117.728075,40.030217,Huang River
1744,37,17,2.8,11.6,0.22,8.86,2.0,117.728075,40.030217,Huang River
1745,37,18,2.3,11.3,0.16,8.94,2.0,117.728075,40.030217,Huang River
1746,37,19,2.0,7.3,0.29,8.2,2.0,117.728075,40.030217,Huang River
1747,37,20,2.7,8.55,0.16,8.57,2.0,117.728075,40.030217,Huang River
1748,37,21,2.4,8.89,0.12,8.9,2.0,117.728075,40.030217,Huang River
1749,37,22,2.9,8.84,0.13,8.65,2.0,117.728075,40.030217,Huang River
1750,37,23,2.6,9.45,0.13,8.26,2.0,117.728075,40.030217,Huang River
1751,37,24,2.6,12.2,0.08,8.65,2.0,117.728075,40.030217,Huang River
1752,37,25,2.4,7.18,0.35,7.72,2.0,117.728075,40.030217,Huang River
1753,37,28,3.4,9.21,0.1,8.45,2.0,117.728075,40.030217,Huang River
1754,37,29,2.7,9.01,0.12,8.29,2.0,117.728075,40.030217,Huang River
1755,37,30,4.1,6.17,0.57,7.84,3.0,117.728075,40.030217,Huang River
1756,37,31,0.0,6.11,0.92,7.81,3.0,117.728075,40.030217,Huang River
1757,37,32,0.0,7.98,0.44,7.78,2.0,117.728075,40.030217,Huang River
1758,37,33,,11.5,0.19,8.4,2.0,117.728075,40.030217,Huang River
1759,37,35,,9.38,0.18,8.26,2.0,117.728075,40.030217,Huang River
1760,37,36,,7.25,0.19,8.23,2.0,117.728075,40.030217,Huang River
1761,37,37,,6.62,0.28,8.15,2.0,117.728075,40.030217,Huang River
1762,37,38,,4.63,0.3,7.9,4.0,117.728075,40.030217,Huang River
1763,37,39,,6.22,0.21,7.93,2.0,117.728075,40.030217,Huang River
1764,37,40,,6.39,0.14,8.06,2.0,117.728075,40.030217,Huang River
1765,37,41,,3.71,0.26,7.68,4.0,117.728075,40.030217,Huang River
1766,37,42,,3.64,0.21,7.72,4.0,117.728075,40.030217,Huang River
1767,37,43,,3.94,0.41,7.76,4.0,117.728075,40.030217,Huang River
1768,37,44,,3.7,0.26,7.81,4.0,117.728075,40.030217,Huang River
1769,37,45,,4.75,0.31,7.92,4.0,117.728075,40.030217,Huang River
1770,37,46,,6.14,0.2,8.04,2.0,117.728075,40.030217,Huang River
1771,37,47,,7.05,0.14,8.11,2.0,117.728075,40.030217,Huang River
1772,37,48,,6.25,0.32,7.95,2.0,117.728075,40.030217,Huang River
1773,37,49,,7.39,0.4,7.93,2.0,117.728075,40.030217,Huang River
1774,37,50,,6.89,0.44,7.85,2.0,117.728075,40.030217,Huang River
1775,37,52,,8.18,0.14,8.31,1.0,117.728075,40.030217,Huang River
1776,38,1,1.6,10.5,0.03,7.89,1.0,114.90292,40.7905,Huang River
1777,38,2,,8.93,0.44,7.02,2.0,114.90292,40.7905,Huang River
1778,38,3,2.9,9.51,0.47,7.16,2.0,114.90292,40.7905,Huang River
1779,38,4,2.9,9.61,0.5,7.09,2.0,114.90292,40.7905,Huang River
1780,38,5,,,,,,114.90292,40.7905,Huang River
1781,38,6,,,,,,114.90292,40.7905,Huang River
1782,38,7,,,,,,114.90292,40.7905,Huang River
1783,38,8,,,,,,114.90292,40.7905,Huang River
1784,38,9,,,,,,114.90292,40.7905,Huang River
1785,38,10,,,,,,114.90292,40.7905,Huang River
1786,38,11,2.3,6.26,0.35,7.55,2.0,114.90292,40.7905,Huang River
1787,38,12,3.0,5.73,0.65,7.26,3.0,114.90292,40.7905,Huang River
1788,38,13,5.8,5.52,0.51,7.19,3.0,114.90292,40.7905,Huang River
1789,38,14,3.7,8.07,0.34,7.48,2.0,114.90292,40.7905,Huang River
1790,38,15,2.7,9.31,0.44,7.49,2.0,114.90292,40.7905,Huang River
1791,38,16,3.1,8.5,0.35,7.4,2.0,114.90292,40.7905,Huang River
1792,38,17,3.6,8.21,0.22,7.32,2.0,114.90292,40.7905,Huang River
1793,38,18,,,,,,114.90292,40.7905,Huang River
1794,38,19,,,,,,114.90292,40.7905,Huang River
1795,38,20,4.5,7.99,0.41,7.17,3.0,114.90292,40.7905,Huang River
1796,38,21,4.0,8.2,0.5,7.15,2.0,114.90292,40.7905,Huang River
1797,38,22,4.7,7.86,0.51,7.13,3.0,114.90292,40.7905,Huang River
1798,38,23,4.3,7.09,0.48,7.02,3.0,114.90292,40.7905,Huang River
1799,38,24,5.8,5.35,0.71,6.98,3.0,114.90292,40.7905,Huang River
1800,38,25,6.3,5.45,1.26,6.84,4.0,114.90292,40.7905,Huang River
1801,38,28,6.8,4.35,1.06,6.64,4.0,114.90292,40.7905,Huang River
1802,38,29,6.4,5.64,1.15,7.5,4.0,114.90292,40.7905,Huang River
1803,38,30,6.8,5.13,1.36,7.39,4.0,114.90292,40.7905,Huang River
1804,38,31,6.2,5.71,0.75,7.76,4.0,114.90292,40.7905,Huang River
1805,38,32,5.8,6.12,0.74,7.72,3.0,114.90292,40.7905,Huang River
1806,38,33,4.5,6.02,0.77,7.65,3.0,114.90292,40.7905,Huang River
1807,38,35,3.2,6.86,0.48,7.73,2.0,114.90292,40.7905,Huang River
1808,38,36,3.6,7.0,0.53,7.69,3.0,114.90292,40.7905,Huang River
1809,38,37,3.6,7.31,0.52,7.66,3.0,114.90292,40.7905,Huang River
1810,38,38,4.0,7.46,0.58,7.78,3.0,114.90292,40.7905,Huang River
1811,38,39,3.7,7.23,0.62,7.31,3.0,114.90292,40.7905,Huang River
1812,38,40,3.6,7.72,0.53,7.26,3.0,114.90292,40.7905,Huang River
1813,38,41,3.4,8.0,0.64,7.32,3.0,114.90292,40.7905,Huang River
1814,38,42,3.7,8.54,0.58,7.38,3.0,114.90292,40.7905,Huang River
1815,38,43,4.7,8.27,0.64,7.36,3.0,114.90292,40.7905,Huang River
1816,38,44,7.8,8.78,0.54,7.67,4.0,114.90292,40.7905,Huang River
1817,38,45,3.7,9.81,1.83,7.96,5.0,114.90292,40.7905,Huang River
1818,38,46,4.8,10.2,1.96,7.61,5.0,114.90292,40.7905,Huang River
1819,38,47,4.8,10.4,1.36,7.56,4.0,114.90292,40.7905,Huang River
1820,38,48,4.1,11.2,1.09,7.83,4.0,114.90292,40.7905,Huang River
1821,38,49,3.3,10.9,0.81,7.82,3.0,114.90292,40.7905,Huang River
1822,38,50,2.9,10.8,1.11,7.73,4.0,114.90292,40.7905,Huang River
1823,38,52,3.6,11.0,1.26,7.71,4.0,114.90292,40.7905,Huang River
1824,39,1,7.7,2.67,3.29,9.76,5.0,113.92264399999999,38.32022,Huang River
1825,39,2,1.4,10.7,0.03,7.66,1.0,113.92264399999999,38.32022,Huang River
1826,39,3,1.2,11.0,0.04,7.46,1.0,113.92264399999999,38.32022,Huang River
1827,39,4,1.2,11.3,0.03,7.65,1.0,113.92264399999999,38.32022,Huang River
1828,39,5,1.1,11.6,0.02,7.74,1.0,113.92264399999999,38.32022,Huang River
1829,39,6,1.1,11.6,0.02,7.7,1.0,113.92264399999999,38.32022,Huang River
1830,39,7,1.0,11.4,0.02,7.58,1.0,113.92264399999999,38.32022,Huang River
1831,39,8,1.1,11.4,0.02,7.52,1.0,113.92264399999999,38.32022,Huang River
1832,39,9,1.2,11.4,0.03,7.75,1.0,113.92264399999999,38.32022,Huang River
1833,39,10,1.3,11.3,0.04,7.95,1.0,113.92264399999999,38.32022,Huang River
1834,39,11,1.4,11.5,0.07,7.89,1.0,113.92264399999999,38.32022,Huang River
1835,39,12,1.4,11.2,0.05,7.88,1.0,113.92264399999999,38.32022,Huang River
1836,39,13,1.4,10.8,0.04,7.9,1.0,113.92264399999999,38.32022,Huang River
1837,39,14,1.4,9.97,0.04,7.86,1.0,113.92264399999999,38.32022,Huang River
1838,39,15,1.5,9.25,0.03,7.86,1.0,113.92264399999999,38.32022,Huang River
1839,39,16,1.5,8.6,0.02,7.8,1.0,113.92264399999999,38.32022,Huang River
1840,39,17,1.3,8.12,0.01,7.78,1.0,113.92264399999999,38.32022,Huang River
1841,39,18,1.3,8.1,0.03,7.82,1.0,113.92264399999999,38.32022,Huang River
1842,39,19,0.9,8.43,0.03,7.8,1.0,113.92264399999999,38.32022,Huang River
1843,39,20,1.0,8.41,0.02,7.77,1.0,113.92264399999999,38.32022,Huang River
1844,39,21,0.9,8.16,0.01,7.91,1.0,113.92264399999999,38.32022,Huang River
1845,39,22,0.9,7.99,0.03,8.05,1.0,113.92264399999999,38.32022,Huang River
1846,39,23,0.9,8.05,0.02,8.05,1.0,113.92264399999999,38.32022,Huang River
1847,39,24,0.9,8.21,0.02,8.04,1.0,113.92264399999999,38.32022,Huang River
1848,39,25,1.1,7.86,0.02,8.07,1.0,113.92264399999999,38.32022,Huang River
1849,39,28,1.4,8.94,0.03,8.34,1.0,113.92264399999999,38.32022,Huang River
1850,39,29,1.9,8.54,0.08,8.34,1.0,113.92264399999999,38.32022,Huang River
1851,39,30,2.6,8.45,0.11,8.4,2.0,113.92264399999999,38.32022,Huang River
1852,39,31,2.6,10.7,0.03,8.67,2.0,113.92264399999999,38.32022,Huang River
1853,39,32,2.6,9.1,0.03,8.53,2.0,113.92264399999999,38.32022,Huang River
1854,39,33,3.0,8.03,0.05,8.26,2.0,113.92264399999999,38.32022,Huang River
1855,39,35,2.9,9.77,0.02,8.32,2.0,113.92264399999999,38.32022,Huang River
1856,39,36,2.4,8.39,0.03,8.37,2.0,113.92264399999999,38.32022,Huang River
1857,39,37,2.2,9.1,0.05,8.44,2.0,113.92264399999999,38.32022,Huang River
1858,39,38,2.4,10.8,0.09,8.77,2.0,113.92264399999999,38.32022,Huang River
1859,39,39,2.4,9.58,0.05,8.6,2.0,113.92264399999999,38.32022,Huang River
1860,39,40,2.0,8.66,0.06,8.51,1.0,113.92264399999999,38.32022,Huang River
1861,39,41,1.9,7.61,0.04,8.42,1.0,113.92264399999999,38.32022,Huang River
1862,39,42,1.8,7.57,0.05,8.45,1.0,113.92264399999999,38.32022,Huang River
1863,39,43,1.8,8.27,0.03,8.48,1.0,113.92264399999999,38.32022,Huang River
1864,39,44,1.7,8.6,0.02,8.57,1.0,113.92264399999999,38.32022,Huang River
1865,39,45,1.7,9.76,0.03,8.8,1.0,113.92264399999999,38.32022,Huang River
1866,39,46,1.6,10.6,0.04,8.75,1.0,113.92264399999999,38.32022,Huang River
1867,39,47,1.6,11.0,0.04,8.41,1.0,113.92264399999999,38.32022,Huang River
1868,39,48,1.6,11.0,0.03,8.45,1.0,113.92264399999999,38.32022,Huang River
1869,39,49,1.6,11.5,0.02,8.22,1.0,113.92264399999999,38.32022,Huang River
1870,39,50,1.6,11.6,0.02,7.64,1.0,113.92264399999999,38.32022,Huang River
1871,39,52,1.5,10.9,0.05,7.14,1.0,113.92264399999999,38.32022,Huang River
1872,40,1,3.4,11.1,0.25,7.55,2.0,115.98928799999999,36.441159999999996,Huai River
1873,40,2,,,,,,115.98928799999999,36.441159999999996,Huai River
1874,40,3,9.5,2.73,4.91,,5.0,115.98928799999999,36.441159999999996,Huai River
1875,40,4,8.7,2.55,5.18,9.51,5.0,115.98928799999999,36.441159999999996,Huai River
1876,40,5,,,,,,115.98928799999999,36.441159999999996,Huai River
1877,40,6,,,,,,115.98928799999999,36.441159999999996,Huai River
1878,40,7,,,,,,115.98928799999999,36.441159999999996,Huai River
1879,40,8,,,,,,115.98928799999999,36.441159999999996,Huai River
1880,40,9,,,,,,115.98928799999999,36.441159999999996,Huai River
1881,40,10,,,,,,115.98928799999999,36.441159999999996,Huai River
1882,40,11,,,,,,115.98928799999999,36.441159999999996,Huai River
1883,40,12,,,,,,115.98928799999999,36.441159999999996,Huai River
1884,40,13,,,,,,115.98928799999999,36.441159999999996,Huai River
1885,40,14,,,,,,115.98928799999999,36.441159999999996,Huai River
1886,40,15,,,,,,115.98928799999999,36.441159999999996,Huai River
1887,40,16,,,,,,115.98928799999999,36.441159999999996,Huai River
1888,40,17,,,,,,115.98928799999999,36.441159999999996,Huai River
1889,40,18,,,,,,115.98928799999999,36.441159999999996,Huai River
1890,40,19,,,,,,115.98928799999999,36.441159999999996,Huai River
1891,40,20,,,,,,115.98928799999999,36.441159999999996,Huai River
1892,40,21,,,,,,115.98928799999999,36.441159999999996,Huai River
1893,40,22,,,,,,115.98928799999999,36.441159999999996,Huai River
1894,40,23,,,,,,115.98928799999999,36.441159999999996,Huai River
1895,40,24,,,,,,115.98928799999999,36.441159999999996,Huai River
1896,40,25,,,,,,115.98928799999999,36.441159999999996,Huai River
1897,40,28,,,,,,115.98928799999999,36.441159999999996,Huai River
1898,40,29,,,,,,115.98928799999999,36.441159999999996,Huai River
1899,40,30,,,,,,115.98928799999999,36.441159999999996,Huai River
1900,40,31,,,,,,115.98928799999999,36.441159999999996,Huai River
1901,40,32,,,,,,115.98928799999999,36.441159999999996,Huai River
1902,40,33,,,,,,115.98928799999999,36.441159999999996,Huai River
1903,40,35,,,,,,115.98928799999999,36.441159999999996,Huai River
1904,40,36,,,,,,115.98928799999999,36.441159999999996,Huai River
1905,40,37,,,,,,115.98928799999999,36.441159999999996,Huai River
1906,40,38,,,,,,115.98928799999999,36.441159999999996,Huai River
1907,40,39,6.9,8.2,0.11,8.07,4.0,115.98928799999999,36.441159999999996,Huai River
1908,40,40,4.9,7.85,0.2,7.79,3.0,115.98928799999999,36.441159999999996,Huai River
1909,40,41,6.0,7.66,0.27,7.68,3.0,115.98928799999999,36.441159999999996,Huai River
1910,40,42,5.3,7.74,0.91,7.71,3.0,115.98928799999999,36.441159999999996,Huai River
1911,40,43,6.1,9.03,0.4,8.04,4.0,115.98928799999999,36.441159999999996,Huai River
1912,40,44,5.2,6.76,2.04,7.65,4.0,115.98928799999999,36.441159999999996,Huai River
1913,40,45,,,,,,115.98928799999999,36.441159999999996,Huai River
1914,40,46,5.1,8.29,1.62,7.64,5.0,115.98928799999999,36.441159999999996,Huai River
1915,40,47,4.8,7.51,1.49,7.74,4.0,115.98928799999999,36.441159999999996,Huai River
1916,40,48,4.9,8.59,1.64,7.58,5.0,115.98928799999999,36.441159999999996,Huai River
1917,40,49,5.1,6.87,1.24,7.73,4.0,115.98928799999999,36.441159999999996,Huai River
1918,40,50,2.8,9.35,1.93,7.67,5.0,115.98928799999999,36.441159999999996,Huai River
1919,40,52,4.4,8.82,2.2,7.5,4.0,115.98928799999999,36.441159999999996,Huai River
1920,41,1,4.4,9.7,0.75,8.0,3.0,115.057708,32.134353000000004,Huai River
1921,41,2,3.2,11.5,0.28,7.73,2.0,115.057708,32.134353000000004,Huai River
1922,41,3,3.3,12.0,0.17,7.8,2.0,115.057708,32.134353000000004,Huai River
1923,41,4,3.3,12.3,0.24,7.68,2.0,115.057708,32.134353000000004,Huai River
1924,41,5,3.3,13.8,0.25,7.65,2.0,115.057708,32.134353000000004,Huai River
1925,41,6,3.5,14.2,0.28,6.93,2.0,115.057708,32.134353000000004,Huai River
1926,41,7,3.5,14.3,0.28,6.55,2.0,115.057708,32.134353000000004,Huai River
1927,41,8,3.4,11.8,0.39,6.41,2.0,115.057708,32.134353000000004,Huai River
1928,41,9,3.3,10.5,0.37,7.28,2.0,115.057708,32.134353000000004,Huai River
1929,41,10,3.2,9.96,0.35,7.44,2.0,115.057708,32.134353000000004,Huai River
1930,41,11,3.2,10.2,0.51,7.2,3.0,115.057708,32.134353000000004,Huai River
1931,41,12,3.2,10.0,0.44,7.23,2.0,115.057708,32.134353000000004,Huai River
1932,41,13,3.2,10.2,0.34,7.23,2.0,115.057708,32.134353000000004,Huai River
1933,41,14,3.2,9.63,0.37,7.14,2.0,115.057708,32.134353000000004,Huai River
1934,41,15,3.2,8.72,0.26,7.15,2.0,115.057708,32.134353000000004,Huai River
1935,41,16,3.3,8.3,0.18,7.3,2.0,115.057708,32.134353000000004,Huai River
1936,41,17,3.3,7.94,0.04,7.19,2.0,115.057708,32.134353000000004,Huai River
1937,41,18,3.2,6.76,0.16,7.29,2.0,115.057708,32.134353000000004,Huai River
1938,41,19,3.2,6.26,0.03,7.23,2.0,115.057708,32.134353000000004,Huai River
1939,41,20,3.3,6.24,0.19,7.05,2.0,115.057708,32.134353000000004,Huai River
1940,41,21,3.2,6.61,0.11,7.05,2.0,115.057708,32.134353000000004,Huai River
1941,41,22,3.2,7.63,0.13,7.2,2.0,115.057708,32.134353000000004,Huai River
1942,41,23,3.3,7.62,0.12,7.21,2.0,115.057708,32.134353000000004,Huai River
1943,41,24,3.3,7.88,0.22,7.55,2.0,115.057708,32.134353000000004,Huai River
1944,41,25,3.4,7.26,0.16,7.15,2.0,115.057708,32.134353000000004,Huai River
1945,41,28,3.4,6.54,0.08,7.69,2.0,115.057708,32.134353000000004,Huai River
1946,41,29,3.2,7.13,0.06,7.46,2.0,115.057708,32.134353000000004,Huai River
1947,41,30,3.3,6.91,0.09,7.69,2.0,115.057708,32.134353000000004,Huai River
1948,41,31,3.2,7.64,0.08,8.2,2.0,115.057708,32.134353000000004,Huai River
1949,41,32,3.2,7.42,0.06,8.32,2.0,115.057708,32.134353000000004,Huai River
1950,41,33,3.0,7.62,0.06,8.24,2.0,115.057708,32.134353000000004,Huai River
1951,41,35,3.1,7.26,0.04,8.02,2.0,115.057708,32.134353000000004,Huai River
1952,41,36,3.1,8.47,0.07,7.54,2.0,115.057708,32.134353000000004,Huai River
1953,41,37,3.1,9.43,0.07,7.48,2.0,115.057708,32.134353000000004,Huai River
1954,41,38,3.0,8.62,0.06,8.1,2.0,115.057708,32.134353000000004,Huai River
1955,41,39,3.1,8.34,0.08,7.66,2.0,115.057708,32.134353000000004,Huai River
1956,41,40,3.0,7.25,0.07,7.17,2.0,115.057708,32.134353000000004,Huai River
1957,41,41,3.0,6.65,0.07,7.01,2.0,115.057708,32.134353000000004,Huai River
1958,41,42,3.1,7.49,0.07,7.15,2.0,115.057708,32.134353000000004,Huai River
1959,41,43,3.1,7.42,0.05,7.23,2.0,115.057708,32.134353000000004,Huai River
1960,41,44,3.2,8.1,0.14,7.24,2.0,115.057708,32.134353000000004,Huai River
1961,41,45,3.5,8.52,0.36,6.83,2.0,115.057708,32.134353000000004,Huai River
1962,41,46,3.3,8.01,0.12,6.64,2.0,115.057708,32.134353000000004,Huai River
1963,41,47,3.4,6.35,0.17,7.18,2.0,115.057708,32.134353000000004,Huai River
1964,41,48,3.3,9.48,0.12,7.55,2.0,115.057708,32.134353000000004,Huai River
1965,41,49,3.4,8.92,0.24,7.71,2.0,115.057708,32.134353000000004,Huai River
1966,41,50,3.3,7.62,0.57,7.36,3.0,115.057708,32.134353000000004,Huai River
1967,41,52,3.1,8.74,0.25,7.37,2.0,115.057708,32.134353000000004,Huai River
1968,42,1,4.8,8.51,0.28,7.6,3.0,115.639552,32.422613,Huai River
1969,42,2,,,,,,115.639552,32.422613,Huai River
1970,42,3,4.9,9.7,0.74,8.13,3.0,115.639552,32.422613,Huai River
1971,42,4,5.1,10.4,0.82,7.99,3.0,115.639552,32.422613,Huai River
1972,42,5,4.9,10.6,0.82,7.68,3.0,115.639552,32.422613,Huai River
1973,42,6,5.4,10.8,0.72,7.7,3.0,115.639552,32.422613,Huai River
1974,42,7,5.8,11.5,0.48,7.93,3.0,115.639552,32.422613,Huai River
1975,42,8,,,,,,115.639552,32.422613,Huai River
1976,42,9,4.7,10.6,0.47,7.78,3.0,115.639552,32.422613,Huai River
1977,42,10,,,,,,115.639552,32.422613,Huai River
1978,42,11,4.3,11.3,0.04,8.24,3.0,115.639552,32.422613,Huai River
1979,42,12,4.0,9.27,0.09,7.71,2.0,115.639552,32.422613,Huai River
1980,42,13,,,,,,115.639552,32.422613,Huai River
1981,42,14,4.2,8.12,0.27,7.94,3.0,115.639552,32.422613,Huai River
1982,42,15,3.6,6.34,0.36,7.49,2.0,115.639552,32.422613,Huai River
1983,42,16,4.0,6.3,0.5,7.3,2.0,115.639552,32.422613,Huai River
1984,42,17,5.4,5.92,,7.26,3.0,115.639552,32.422613,Huai River
1985,42,18,5.6,5.2,0.23,7.39,3.0,115.639552,32.422613,Huai River
1986,42,19,5.8,4.8,0.28,7.45,4.0,115.639552,32.422613,Huai River
1987,42,20,,,,,,115.639552,32.422613,Huai River
1988,42,21,5.5,6.03,0.16,7.45,3.0,115.639552,32.422613,Huai River
1989,42,22,5.3,5.85,0.16,7.39,3.0,115.639552,32.422613,Huai River
1990,42,23,6.4,4.08,0.23,7.33,4.0,115.639552,32.422613,Huai River
1991,42,24,5.7,3.26,0.17,7.26,4.0,115.639552,32.422613,Huai River
1992,42,25,6.7,3.42,0.15,7.45,4.0,115.639552,32.422613,Huai River
1993,42,28,4.4,5.03,0.15,7.06,3.0,115.639552,32.422613,Huai River
1994,42,29,4.0,5.14,0.13,7.46,3.0,115.639552,32.422613,Huai River
1995,42,30,4.7,5.66,0.17,7.26,3.0,115.639552,32.422613,Huai River
1996,42,31,4.1,6.17,0.14,7.42,3.0,115.639552,32.422613,Huai River
1997,42,32,4.3,5.42,0.14,7.5,3.0,115.639552,32.422613,Huai River
1998,42,33,4.7,5.51,0.2,7.52,3.0,115.639552,32.422613,Huai River
1999,42,35,5.4,6.66,0.41,7.69,3.0,115.639552,32.422613,Huai River
2000,42,36,5.7,6.99,0.15,7.69,3.0,115.639552,32.422613,Huai River
2001,42,37,5.7,7.38,0.15,7.67,3.0,115.639552,32.422613,Huai River
2002,42,38,5.9,7.4,0.15,7.59,3.0,115.639552,32.422613,Huai River
2003,42,39,5.5,8.56,0.16,7.58,3.0,115.639552,32.422613,Huai River
2004,42,40,6.4,7.41,0.19,7.56,4.0,115.639552,32.422613,Huai River
2005,42,41,5.4,6.7,0.21,7.26,3.0,115.639552,32.422613,Huai River
2006,42,42,4.7,6.85,0.2,7.25,3.0,115.639552,32.422613,Huai River
2007,42,43,5.1,7.52,0.15,7.26,3.0,115.639552,32.422613,Huai River
2008,42,44,6.4,8.45,0.51,7.17,4.0,115.639552,32.422613,Huai River
2009,42,45,7.3,7.53,0.54,7.18,4.0,115.639552,32.422613,Huai River
2010,42,46,6.7,7.36,0.42,7.35,4.0,115.639552,32.422613,Huai River
2011,42,47,6.7,6.63,0.3,7.26,4.0,115.639552,32.422613,Huai River
2012,42,48,6.2,8.14,0.55,7.13,4.0,115.639552,32.422613,Huai River
2013,42,49,6.7,8.64,0.5,7.14,4.0,115.639552,32.422613,Huai River
