,Station,week,cod,do,nh3,ph,quality,lon,lat,Basin
869,27,12,,,,,,122.223122,40.697862,Liao River
870,27,13,,,,,,122.223122,40.697862,Liao River
871,27,14,6.9,9.96,4.18,7.35,5.0,122.223122,40.697862,Liao River
872,27,15,6.3,10.1,3.95,7.39,5.0,122.223122,40.697862,Liao River
873,27,16,,,,,,122.223122,40.697862,Liao River
874,27,17,6.7,9.11,2.14,7.48,5.0,122.223122,40.697862,Liao River
875,27,18,,,,,,122.223122,40.697862,Liao River
876,27,19,6.4,7.91,0.97,7.36,4.0,122.223122,40.697862,Liao River
877,27,20,5.8,7.67,0.45,7.66,3.0,122.223122,40.697862,Liao River
878,27,22,5.8,7.22,0.41,7.74,3.0,122.223122,40.697862,Liao River
879,27,23,5.1,6.49,0.45,7.6,3.0,122.223122,40.697862,Liao River
880,27,24,3.0,6.33,0.56,7.64,3.0,122.223122,40.697862,Liao River
881,27,25,,,,,,122.223122,40.697862,Liao River
882,27,26,,,,,,122.223122,40.697862,Liao River
883,27,27,,,,,,122.223122,40.697862,Liao River
884,27,28,,,,,,122.223122,40.697862,Liao River
885,27,29,,,,,,122.223122,40.697862,Liao River
886,27,41,,,,,,122.223122,40.697862,Liao River
887,27,42,4.9,7.4,0.29,7.62,3.0,122.223122,40.697862,Liao River
888,27,44,3.7,8.86,0.38,7.81,2.0,122.223122,40.697862,Liao River
889,27,45,,,,,,122.223122,40.697862,Liao River
890,27,46,,,,,,122.223122,40.697862,Liao River
891,28,1,3.2,10.2,0.35,7.44,2.0,124.223808,41.898191,Liao River
892,28,2,,,,,,124.223808,41.898191,Liao River
893,28,3,,,,,,124.223808,41.898191,Liao River
894,28,4,,,,,,124.223808,41.898191,Liao River
895,28,5,,,,,,124.223808,41.898191,Liao River
896,28,6,2.5,11.6,0.05,7.77,2.0,124.223808,41.898191,Liao River
897,28,7,,,,,,124.223808,41.898191,Liao River
898,28,8,,,,,,124.223808,41.898191,Liao River
899,28,9,2.4,11.7,0.04,7.71,2.0,124.223808,41.898191,Liao River
900,28,10,2.5,11.4,0.02,7.73,2.0,124.223808,41.898191,Liao River
901,28,11,2.4,11.5,0.02,7.26,2.0,124.223808,41.898191,Liao River
902,28,12,2.1,11.8,0.02,7.78,2.0,124.223808,41.898191,Liao River
903,28,13,2.3,12.1,0.1,7.94,2.0,124.223808,41.898191,Liao River
904,28,14,2.3,12.4,0.04,7.99,2.0,124.223808,41.898191,Liao River
905,28,15,1.9,11.1,0.04,7.68,1.0,124.223808,41.898191,Liao River
906,28,16,1.9,10.3,0.06,7.63,1.0,124.223808,41.898191,Liao River
907,28,17,1.9,10.6,0.06,7.83,1.0,124.223808,41.898191,Liao River
908,28,18,1.8,10.5,0.1,7.79,1.0,124.223808,41.898191,Liao River
909,28,19,1.8,9.93,0.07,7.75,1.0,124.223808,41.898191,Liao River
910,28,20,2.1,9.42,0.07,7.8,2.0,124.223808,41.898191,Liao River
911,28,22,2.2,8.92,0.07,7.97,2.0,124.223808,41.898191,Liao River
912,28,23,2.3,8.68,0.09,8.07,2.0,124.223808,41.898191,Liao River
913,28,24,2.3,8.79,0.05,8.33,2.0,124.223808,41.898191,Liao River
914,28,25,,,,,,124.223808,41.898191,Liao River
915,28,26,1.7,8.06,0.09,8.36,1.0,124.223808,41.898191,Liao River
916,28,27,2.1,7.92,0.09,8.44,2.0,124.223808,41.898191,Liao River
917,28,28,1.7,7.54,0.07,8.42,1.0,124.223808,41.898191,Liao River
918,28,29,1.3,6.92,0.09,8.09,2.0,124.223808,41.898191,Liao River
919,28,41,1.5,8.63,0.08,7.18,1.0,124.223808,41.898191,Liao River
920,28,42,1.5,8.84,0.06,7.38,1.0,124.223808,41.898191,Liao River
921,28,44,2.2,8.12,0.13,7.08,2.0,124.223808,41.898191,Liao River
922,28,45,2.1,9.08,0.16,7.22,2.0,124.223808,41.898191,Liao River
923,28,46,2.0,9.36,0.2,7.19,2.0,124.223808,41.898191,Liao River
924,29,1,1.5,11.3,0.04,7.63,1.0,123.355281,41.050409,Liao River
925,29,2,,,,,,123.355281,41.050409,Liao River
926,29,3,,,,,,123.355281,41.050409,Liao River
927,29,4,,,,,,123.355281,41.050409,Liao River
928,29,5,,,,,,123.355281,41.050409,Liao River
929,29,6,1.5,8.25,0.03,7.03,1.0,123.355281,41.050409,Liao River
930,29,7,,,,,,123.355281,41.050409,Liao River
931,29,8,,,,,,123.355281,41.050409,Liao River
932,29,9,1.6,8.45,0.04,7.57,1.0,123.355281,41.050409,Liao River
933,29,10,,,,,,123.355281,41.050409,Liao River
934,29,11,1.9,8.5,0.04,7.8,1.0,123.355281,41.050409,Liao River
935,29,12,1.6,8.45,0.03,7.82,1.0,123.355281,41.050409,Liao River
936,29,13,1.6,8.4,0.03,7.82,1.0,123.355281,41.050409,Liao River
937,29,14,,,,,,123.355281,41.050409,Liao River
938,29,15,1.9,,,7.2,1.0,123.355281,41.050409,Liao River
939,29,16,1.9,8.45,0.03,7.86,1.0,123.355281,41.050409,Liao River
940,29,17,,,,,,123.355281,41.050409,Liao River
941,29,18,2.1,8.96,0.13,7.69,2.0,123.355281,41.050409,Liao River
942,29,19,,,,,,123.355281,41.050409,Liao River
943,29,20,,,,,,123.355281,41.050409,Liao River
944,29,22,,,,,,123.355281,41.050409,Liao River
945,29,23,,,,,,123.355281,41.050409,Liao River
946,29,24,,,,,,123.355281,41.050409,Liao River
947,29,25,,,,,,123.355281,41.050409,Liao River
948,29,26,2.2,5.42,0.11,7.24,3.0,123.355281,41.050409,Liao River
949,29,27,1.7,4.28,0.11,7.19,4.0,123.355281,41.050409,Liao River
950,29,28,,,,,,123.355281,41.050409,Liao River
951,29,29,,,,,,123.355281,41.050409,Liao River
952,29,41,1.5,8.64,0.06,7.35,1.0,123.355281,41.050409,Liao River
953,29,42,,,,,,123.355281,41.050409,Liao River
954,29,44,,,,,,123.355281,41.050409,Liao River
955,29,45,2.0,8.06,0.12,7.69,1.0,123.355281,41.050409,Liao River
956,29,46,1.5,8.41,0.08,7.7,1.0,123.355281,41.050409,Liao River
957,30,1,2.7,14.6,0.28,6.3,2.0,128.190616,41.422138000000004,Liao River
958,30,2,,,,,,128.190616,41.422138000000004,Liao River
959,30,3,,,,,,128.190616,41.422138000000004,Liao River
960,30,4,,,,,,128.190616,41.422138000000004,Liao River
961,30,5,,,,,,128.190616,41.422138000000004,Liao River
962,30,6,2.8,14.4,0.28,6.23,2.0,128.190616,41.422138000000004,Liao River
963,30,7,,,,,,128.190616,41.422138000000004,Liao River
964,30,8,,,,,,128.190616,41.422138000000004,Liao River
965,30,9,2.8,9.93,0.57,7.02,3.0,128.190616,41.422138000000004,Liao River
966,30,10,2.6,,0.52,6.9,3.0,128.190616,41.422138000000004,Liao River
967,30,11,2.4,9.67,0.32,6.88,2.0,128.190616,41.422138000000004,Liao River
968,30,12,2.1,11.3,0.37,6.98,2.0,128.190616,41.422138000000004,Liao River
969,30,13,2.7,11.4,0.4,7.02,2.0,128.190616,41.422138000000004,Liao River
970,30,14,3.2,10.7,0.3,6.94,2.0,128.190616,41.422138000000004,Liao River
971,30,15,3.7,9.43,0.25,6.82,2.0,128.190616,41.422138000000004,Liao River
972,30,16,3.7,9.29,0.23,6.71,2.0,128.190616,41.422138000000004,Liao River
973,30,17,3.4,8.76,0.15,6.74,2.0,128.190616,41.422138000000004,Liao River
974,30,18,2.9,9.73,0.13,6.82,2.0,128.190616,41.422138000000004,Liao River
975,30,19,2.5,9.04,0.34,6.82,2.0,128.190616,41.422138000000004,Liao River
976,30,20,2.8,7.81,0.36,6.73,2.0,128.190616,41.422138000000004,Liao River
977,30,22,3.1,7.57,0.22,6.91,2.0,128.190616,41.422138000000004,Liao River
978,30,23,3.1,9.55,0.33,7.07,2.0,128.190616,41.422138000000004,Liao River
979,30,24,,,,,,128.190616,41.422138000000004,Liao River
980,30,25,2.8,9.56,0.25,6.93,2.0,128.190616,41.422138000000004,Liao River
981,30,26,3.2,8.43,0.35,6.99,2.0,128.190616,41.422138000000004,Liao River
982,30,27,2.8,6.87,0.37,7.05,2.0,128.190616,41.422138000000004,Liao River
983,30,28,,,,,,128.190616,41.422138000000004,Liao River
984,30,29,,,,,,128.190616,41.422138000000004,Liao River
985,30,41,2.6,9.56,0.34,7.59,2.0,128.190616,41.422138000000004,Liao River
986,30,42,2.7,8.39,0.32,7.59,2.0,128.190616,41.422138000000004,Liao River
987,30,44,,,,,,128.190616,41.422138000000004,Liao River
988,30,45,1.2,12.0,0.16,7.83,2.0,128.190616,41.422138000000004,Liao River
989,30,46,,,,,,128.190616,41.422138000000004,Liao River
990,31,1,2.0,12.5,0.31,7.8,2.0,126.757228,41.744859000000005,Liao River
991,31,2,,,,,,126.757228,41.744859000000005,Liao River
992,31,3,,,,,,126.757228,41.744859000000005,Liao River
993,31,4,,,,,,126.757228,41.744859000000005,Liao River
994,31,5,,,,,,126.757228,41.744859000000005,Liao River
995,31,6,0.5,11.7,0.31,8.03,2.0,126.757228,41.744859000000005,Liao River
996,31,7,,,,,,126.757228,41.744859000000005,Liao River
997,31,8,,,,,,126.757228,41.744859000000005,Liao River
998,31,9,2.5,11.4,0.24,7.98,2.0,126.757228,41.744859000000005,Liao River
999,31,10,2.2,10.3,0.22,8.07,2.0,126.757228,41.744859000000005,Liao River
1000,31,11,2.2,10.6,0.21,8.0,2.0,126.757228,41.744859000000005,Liao River
1001,31,12,2.2,9.99,0.23,8.19,2.0,126.757228,41.744859000000005,Liao River
1002,31,13,2.3,11.5,0.32,8.41,2.0,126.757228,41.744859000000005,Liao River
1003,31,14,2.4,11.2,0.31,8.53,2.0,126.757228,41.744859000000005,Liao River
1004,31,15,2.5,11.6,0.27,8.4,2.0,126.757228,41.744859000000005,Liao River
1005,31,16,2.4,10.6,0.25,8.45,2.0,126.757228,41.744859000000005,Liao River
1006,31,17,2.4,10.4,0.22,8.33,2.0,126.757228,41.744859000000005,Liao River
1007,31,18,2.5,10.4,0.21,8.36,2.0,126.757228,41.744859000000005,Liao River
1008,31,19,2.4,9.08,0.54,8.6,3.0,126.757228,41.744859000000005,Liao River
1009,31,20,2.1,8.69,0.14,8.18,2.0,126.757228,41.744859000000005,Liao River
1010,31,22,2.0,8.63,0.12,8.1,1.0,126.757228,41.744859000000005,Liao River
1011,31,23,2.9,8.21,0.13,8.2,2.0,126.757228,41.744859000000005,Liao River
1012,31,24,3.6,8.67,0.13,7.94,2.0,126.757228,41.744859000000005,Liao River
1013,31,25,3.8,7.74,0.12,7.8,2.0,126.757228,41.744859000000005,Liao River
1014,31,26,3.7,6.54,0.11,7.74,2.0,126.757228,41.744859000000005,Liao River
1015,31,27,3.4,5.2,0.12,7.41,3.0,126.757228,41.744859000000005,Liao River
1016,31,28,2.9,6.79,0.12,7.24,2.0,126.757228,41.744859000000005,Liao River
1017,31,29,2.8,6.74,0.13,7.23,2.0,126.757228,41.744859000000005,Liao River
1018,31,41,3.1,6.52,0.24,7.22,2.0,126.757228,41.744859000000005,Liao River
1019,31,42,3.4,10.7,0.26,7.5,2.0,126.757228,41.744859000000005,Liao River
1020,31,44,2.7,11.5,0.29,6.9,2.0,126.757228,41.744859000000005,Liao River
1021,31,45,2.3,10.9,0.3,7.03,2.0,126.757228,41.744859000000005,Liao River
1022,31,46,2.2,11.2,0.31,6.91,2.0,126.757228,41.744859000000005,Liao River
1023,32,1,2.3,9.6,0.12,7.06,2.0,126.131197,41.066187,Liao River
1024,32,2,,,,,,126.131197,41.066187,Liao River
1025,32,3,,,,,,126.131197,41.066187,Liao River
1026,32,4,2.5,9.8,0.14,7.11,2.0,126.131197,41.066187,Liao River
1027,32,5,,,,,,126.131197,41.066187,Liao River
1028,32,6,2.4,10.3,0.14,7.03,2.0,126.131197,41.066187,Liao River
1029,32,7,2.7,10.2,0.12,7.06,2.0,126.131197,41.066187,Liao River
1030,32,8,,,,,,126.131197,41.066187,Liao River
1031,32,9,,,,,,126.131197,41.066187,Liao River
1032,32,10,2.8,10.0,0.05,7.27,2.0,126.131197,41.066187,Liao River
1033,32,11,,,,,,126.131197,41.066187,Liao River
1034,32,12,,,,,,126.131197,41.066187,Liao River
1035,32,13,,,,,,126.131197,41.066187,Liao River
1036,32,14,2.7,10.4,0.13,7.6,2.0,126.131197,41.066187,Liao River
1037,32,15,2.6,10.8,0.14,7.73,2.0,126.131197,41.066187,Liao River
1038,32,16,2.3,10.8,0.37,7.85,2.0,126.131197,41.066187,Liao River
1039,32,17,2.3,10.0,0.28,8.0,2.0,126.131197,41.066187,Liao River
1040,32,18,2.4,10.2,0.38,8.01,2.0,126.131197,41.066187,Liao River
1041,32,19,2.7,10.0,0.31,8.04,2.0,126.131197,41.066187,Liao River
1042,32,20,2.3,9.59,0.29,8.14,2.0,126.131197,41.066187,Liao River
1043,32,22,4.0,6.87,0.29,8.09,2.0,126.131197,41.066187,Liao River
1044,32,23,4.0,6.96,0.28,8.02,2.0,126.131197,41.066187,Liao River
1045,32,24,3.9,7.84,0.3,7.76,2.0,126.131197,41.066187,Liao River
1046,32,25,,,,,,126.131197,41.066187,Liao River
1047,32,26,3.7,8.91,0.12,7.31,2.0,126.131197,41.066187,Liao River
1048,32,27,,,,,,126.131197,41.066187,Liao River
1049,32,28,2.3,10.3,0.24,7.61,2.0,126.131197,41.066187,Liao River
1050,32,29,2.3,9.49,0.22,7.41,2.0,126.131197,41.066187,Liao River
1051,32,41,2.4,9.74,0.23,7.41,2.0,126.131197,41.066187,Liao River
1052,32,42,1.6,10.3,0.24,7.55,2.0,126.131197,41.066187,Liao River
1053,32,44,2.2,11.4,0.22,7.74,2.0,126.131197,41.066187,Liao River
1054,32,45,1.7,11.8,0.24,7.78,2.0,126.131197,41.066187,Liao River
1055,32,46,1.9,11.9,0.22,7.63,2.0,126.131197,41.066187,Liao River
1056,33,1,2.1,10.9,0.0,6.96,2.0,124.395416,40.121562,Huang River
1057,33,2,,,,,,124.395416,40.121562,Huang River
1058,33,3,,,,,,124.395416,40.121562,Huang River
1059,33,4,,,,,,124.395416,40.121562,Huang River
1060,33,5,,,,,,124.395416,40.121562,Huang River
1061,33,6,1.6,13.3,0.1,7.09,1.0,124.395416,40.121562,Huang River
1062,33,7,,,,,,124.395416,40.121562,Huang River
1063,33,8,,,,,,124.395416,40.121562,Huang River
1064,33,9,2.2,13.9,0.34,7.26,2.0,124.395416,40.121562,Huang River
1065,33,10,1.9,13.5,0.1,7.04,1.0,124.395416,40.121562,Huang River
1066,33,11,1.6,13.8,0.05,7.79,1.0,124.395416,40.121562,Huang River
1067,33,12,1.4,13.8,0.05,7.88,1.0,124.395416,40.121562,Huang River
1068,33,13,1.8,13.7,0.05,7.96,1.0,124.395416,40.121562,Huang River
1069,33,14,1.8,13.3,0.12,7.93,1.0,124.395416,40.121562,Huang River
1070,33,15,1.5,12.8,0.23,7.83,2.0,124.395416,40.121562,Huang River
1071,33,16,1.1,12.2,0.2,7.71,2.0,124.395416,40.121562,Huang River
1072,33,17,0.9,12.1,0.02,7.65,1.0,124.395416,40.121562,Huang River
1073,33,18,0.7,11.2,,7.8,1.0,124.395416,40.121562,Huang River
1074,33,19,1.5,10.7,,7.0,1.0,124.395416,40.121562,Huang River
1075,33,20,2.6,11.0,0.08,7.54,2.0,124.395416,40.121562,Huang River
1076,33,22,1.6,10.3,0.05,7.41,1.0,124.395416,40.121562,Huang River
1077,33,23,1.7,10.2,0.05,7.29,1.0,124.395416,40.121562,Huang River
1078,33,24,1.5,10.1,0.04,7.22,1.0,124.395416,40.121562,Huang River
1079,33,25,1.3,9.69,0.02,7.26,1.0,124.395416,40.121562,Huang River
1080,33,26,,,,,,124.395416,40.121562,Huang River
1081,33,27,1.7,7.99,0.02,6.91,1.0,124.395416,40.121562,Huang River
1082,33,28,,,,,,124.395416,40.121562,Huang River
1083,33,29,,,,,,124.395416,40.121562,Huang River
1084,33,41,1.7,7.54,0.08,7.41,1.0,124.395416,40.121562,Huang River
1085,33,42,1.1,7.68,0.08,7.43,1.0,124.395416,40.121562,Huang River
1086,33,44,1.2,8.36,0.07,7.66,1.0,124.395416,40.121562,Huang River
1087,33,45,2.0,8.81,0.06,7.76,1.0,124.395416,40.121562,Huang River
1088,33,46,2.7,9.09,0.04,7.77,2.0,124.395416,40.121562,Huang River
1089,34,1,1.1,12.2,0.26,8.23,2.0,117.19288799999998,40.699675,Huang River
1090,34,2,1.0,12.2,0.25,8.15,2.0,117.19288799999998,40.699675,Huang River
1091,34,3,,,,,,117.19288799999998,40.699675,Huang River
1092,34,4,,,,,,117.19288799999998,40.699675,Huang River
1093,34,5,,,,,,117.19288799999998,40.699675,Huang River
1094,34,6,1.1,9.58,0.36,7.65,2.0,117.19288799999998,40.699675,Huang River
1095,34,7,,,,,,117.19288799999998,40.699675,Huang River
1096,34,8,1.2,12.4,0.12,7.94,1.0,117.19288799999998,40.699675,Huang River
1097,34,9,1.3,12.4,0.13,7.93,1.0,117.19288799999998,40.699675,Huang River
1098,34,10,1.1,11.8,0.21,7.78,2.0,117.19288799999998,40.699675,Huang River
1099,34,11,1.5,12.0,0.09,8.04,1.0,117.19288799999998,40.699675,Huang River
1100,34,12,1.6,11.1,0.17,8.01,2.0,117.19288799999998,40.699675,Huang River
1101,34,13,1.8,10.0,0.25,7.79,2.0,117.19288799999998,40.699675,Huang River
1102,34,14,1.5,9.64,0.2,7.9,2.0,117.19288799999998,40.699675,Huang River
1103,34,15,1.7,7.8,0.24,7.61,2.0,117.19288799999998,40.699675,Huang River
1104,34,16,2.6,8.23,0.27,7.74,2.0,117.19288799999998,40.699675,Huang River
1105,34,17,1.6,7.76,0.28,7.57,2.0,117.19288799999998,40.699675,Huang River
1106,34,18,1.5,8.51,0.27,7.71,2.0,117.19288799999998,40.699675,Huang River
1107,34,19,1.8,8.19,0.2,7.67,2.0,117.19288799999998,40.699675,Huang River
1108,34,20,1.0,7.78,0.21,7.62,2.0,117.19288799999998,40.699675,Huang River
1109,34,22,1.9,7.69,0.18,7.57,2.0,117.19288799999998,40.699675,Huang River
1110,34,23,2.4,7.47,0.16,7.46,2.0,117.19288799999998,40.699675,Huang River
1111,34,24,2.0,7.59,0.1,7.56,1.0,117.19288799999998,40.699675,Huang River
1112,34,25,1.4,7.33,0.15,7.6,2.0,117.19288799999998,40.699675,Huang River
1113,34,26,1.2,7.14,0.2,7.37,2.0,117.19288799999998,40.699675,Huang River
1114,34,27,1.7,6.61,0.22,7.47,2.0,117.19288799999998,40.699675,Huang River
1115,34,28,1.5,6.48,0.23,7.32,2.0,117.19288799999998,40.699675,Huang River
1116,34,29,2.8,6.12,0.22,7.62,2.0,117.19288799999998,40.699675,Huang River
1117,34,41,1.1,9.52,0.26,7.85,2.0,117.19288799999998,40.699675,Huang River
1118,34,42,1.7,10.0,0.23,7.75,2.0,117.19288799999998,40.699675,Huang River
1119,34,44,1.3,10.4,0.25,7.66,2.0,117.19288799999998,40.699675,Huang River
1120,34,45,1.3,11.6,0.27,7.75,2.0,117.19288799999998,40.699675,Huang River
1121,34,46,1.3,11.9,0.16,7.67,2.0,117.19288799999998,40.699675,Huang River
1122,35,1,1.5,12.1,0.22,8.47,2.0,115.71926100000002,40.072873,Huang River
1123,35,2,,,,,,115.71926100000002,40.072873,Huang River
1124,35,3,,,,,,115.71926100000002,40.072873,Huang River
1125,35,4,,,,,,115.71926100000002,40.072873,Huang River
1126,35,5,3.2,12.2,0.11,8.4,2.0,115.71926100000002,40.072873,Huang River
1127,35,6,4.4,12.1,0.15,8.38,3.0,115.71926100000002,40.072873,Huang River
1128,35,7,,,,,,115.71926100000002,40.072873,Huang River
1129,35,8,2.6,12.0,0.23,8.31,2.0,115.71926100000002,40.072873,Huang River
1130,35,9,3.8,11.6,0.25,8.31,2.0,115.71926100000002,40.072873,Huang River
1131,35,10,,,,,,115.71926100000002,40.072873,Huang River
1132,35,11,,,,,,115.71926100000002,40.072873,Huang River
1133,35,12,,,,,,115.71926100000002,40.072873,Huang River
1134,35,13,,,,,,115.71926100000002,40.072873,Huang River
1135,35,14,,,,,,115.71926100000002,40.072873,Huang River
1136,35,15,,,,,,115.71926100000002,40.072873,Huang River
1137,35,16,,,,,,115.71926100000002,40.072873,Huang River
1138,35,17,,,,,,115.71926100000002,40.072873,Huang River
1139,35,18,,,,,,115.71926100000002,40.072873,Huang River
1140,35,19,,,,,,115.71926100000002,40.072873,Huang River
1141,35,20,,,,,,115.71926100000002,40.072873,Huang River
1142,35,22,,,,,,115.71926100000002,40.072873,Huang River
1143,35,23,,,,,,115.71926100000002,40.072873,Huang River
1144,35,24,,,,,,115.71926100000002,40.072873,Huang River
1145,35,25,3.8,7.65,0.13,7.82,2.0,115.71926100000002,40.072873,Huang River
1146,35,26,,,,,,115.71926100000002,40.072873,Huang River
1147,35,27,,,,,,115.71926100000002,40.072873,Huang River
1148,35,28,,,,,,115.71926100000002,40.072873,Huang River
1149,35,29,,,,,,115.71926100000002,40.072873,Huang River
1150,35,41,,,,,,115.71926100000002,40.072873,Huang River
1151,35,42,2.8,9.65,0.19,7.99,2.0,115.71926100000002,40.072873,Huang River
1152,35,44,,,,,,115.71926100000002,40.072873,Huang River
1153,35,45,,,,,,115.71926100000002,40.072873,Huang River
1154,35,46,,,,,,115.71926100000002,40.072873,Huang River
1155,36,1,3.5,7.89,1.44,7.82,4.0,117.33626799999999,39.793136,Huang River
1156,36,2,3.5,7.88,1.38,7.74,4.0,117.33626799999999,39.793136,Huang River
1157,36,3,4.0,6.91,1.93,7.64,5.0,117.33626799999999,39.793136,Huang River
1158,36,4,4.3,7.49,2.18,7.67,5.0,117.33626799999999,39.793136,Huang River
1159,36,5,4.6,7.85,1.88,7.86,5.0,117.33626799999999,39.793136,Huang River
1160,36,6,4.9,7.77,2.11,7.86,5.0,117.33626799999999,39.793136,Huang River
1161,36,7,5.2,7.58,2.4,7.69,5.0,117.33626799999999,39.793136,Huang River
1162,36,8,4.7,7.96,2.35,7.75,5.0,117.33626799999999,39.793136,Huang River
1163,36,9,,,,,,117.33626799999999,39.793136,Huang River
1164,36,10,5.6,9.55,0.77,7.72,3.0,117.33626799999999,39.793136,Huang River
1165,36,11,4.6,8.91,0.53,7.65,3.0,117.33626799999999,39.793136,Huang River
1166,36,12,2.9,10.3,0.14,7.75,2.0,117.33626799999999,39.793136,Huang River
1167,36,13,2.4,10.4,0.17,7.51,2.0,117.33626799999999,39.793136,Huang River
1168,36,14,,,,,,117.33626799999999,39.793136,Huang River
1169,36,15,2.1,11.3,0.32,7.72,2.0,117.33626799999999,39.793136,Huang River
1170,36,16,2.8,10.6,0.1,7.58,2.0,117.33626799999999,39.793136,Huang River
1171,36,17,,,,,,117.33626799999999,39.793136,Huang River
1172,36,18,2.1,9.86,0.06,7.44,2.0,117.33626799999999,39.793136,Huang River
1173,36,19,,,,,,117.33626799999999,39.793136,Huang River
1174,36,20,,,,,,117.33626799999999,39.793136,Huang River
1175,36,22,1.9,6.33,0.16,7.01,2.0,117.33626799999999,39.793136,Huang River
1176,36,23,1.9,4.96,0.17,7.0,4.0,117.33626799999999,39.793136,Huang River
1177,36,24,1.9,7.26,0.07,7.09,2.0,117.33626799999999,39.793136,Huang River
1178,36,25,,,,,,117.33626799999999,39.793136,Huang River
1179,36,26,3.1,6.0,0.12,6.96,2.0,117.33626799999999,39.793136,Huang River
1180,36,27,2.8,8.59,0.09,7.28,2.0,117.33626799999999,39.793136,Huang River
1181,36,28,3.0,6.44,0.25,6.99,2.0,117.33626799999999,39.793136,Huang River
1182,36,29,5.2,5.09,0.53,6.97,3.0,117.33626799999999,39.793136,Huang River
1183,36,41,1.6,7.47,0.15,7.09,2.0,117.33626799999999,39.793136,Huang River
1184,36,42,,,,,,117.33626799999999,39.793136,Huang River
1185,36,44,,,,,,117.33626799999999,39.793136,Huang River
1186,36,45,1.9,9.19,0.17,7.26,2.0,117.33626799999999,39.793136,Huang River
1187,36,46,,,,,,117.33626799999999,39.793136,Huang River
1188,37,1,,11.4,0.27,8.61,2.0,117.728075,40.030217,Huang River
1189,37,2,,,,,,117.728075,40.030217,Huang River
1190,37,3,,,,,,117.728075,40.030217,Huang River
1191,37,4,,,,,,117.728075,40.030217,Huang River
1192,37,5,,,,,,117.728075,40.030217,Huang River
1193,37,6,,9.09,0.41,7.53,2.0,117.728075,40.030217,Huang River
1194,37,7,,,,,,117.728075,40.030217,Huang River
1195,37,8,,,,,,117.728075,40.030217,Huang River
1196,37,9,,14.7,0.16,8.06,2.0,117.728075,40.030217,Huang River
1197,37,10,,,,,,117.728075,40.030217,Huang River
1198,37,11,,,,,,117.728075,40.030217,Huang River
1199,37,12,,,,,,117.728075,40.030217,Huang River
1200,37,13,,,,,,117.728075,40.030217,Huang River
1201,37,14,,,,,,117.728075,40.030217,Huang River
1202,37,15,,,,,,117.728075,40.030217,Huang River
1203,37,16,,,,,,117.728075,40.030217,Huang River
1204,37,17,,,,,,117.728075,40.030217,Huang River
1205,37,18,,,,,,117.728075,40.030217,Huang River
1206,37,19,,,,,,117.728075,40.030217,Huang River
1207,37,20,,,,,,117.728075,40.030217,Huang River
1208,37,22,,,,,,117.728075,40.030217,Huang River
1209,37,23,,,,,,117.728075,40.030217,Huang River
1210,37,24,,,,,,117.728075,40.030217,Huang River
1211,37,25,,,,,,117.728075,40.030217,Huang River
1212,37,26,,,,,,117.728075,40.030217,Huang River
1213,37,27,,,,,,117.728075,40.030217,Huang River
1214,37,28,,,,,,117.728075,40.030217,Huang River
1215,37,29,,,,,,117.728075,40.030217,Huang River
1216,37,41,,,,,,117.728075,40.030217,Huang River
1217,37,42,,,,,,117.728075,40.030217,Huang River
1218,37,44,,,,,,117.728075,40.030217,Huang River
1219,37,45,,,,,,117.728075,40.030217,Huang River
1220,37,46,,,,,,117.728075,40.030217,Huang River
1221,38,1,3.0,11.4,0.96,7.79,3.0,114.90292,40.7905,Huang River
1222,38,2,,,,,,114.90292,40.7905,Huang River
1223,38,3,,,,,,114.90292,40.7905,Huang River
1224,38,4,,,,,,114.90292,40.7905,Huang River
1225,38,5,,,,,,114.90292,40.7905,Huang River
1226,38,6,,,,,,114.90292,40.7905,Huang River
1227,38,7,,,,,,114.90292,40.7905,Huang River
1228,38,8,,,,,,114.90292,40.7905,Huang River
1229,38,9,3.5,10.8,0.97,8.14,3.0,114.90292,40.7905,Huang River
1230,38,10,3.6,10.6,0.93,7.79,3.0,114.90292,40.7905,Huang River
1231,38,11,3.4,10.9,0.78,7.5,3.0,114.90292,40.7905,Huang River
1232,38,12,3.7,10.2,0.45,7.38,2.0,114.90292,40.7905,Huang River
1233,38,13,3.8,10.9,0.49,7.25,2.0,114.90292,40.7905,Huang River
1234,38,14,5.4,9.23,0.43,7.21,3.0,114.90292,40.7905,Huang River
1235,38,15,4.7,9.03,0.43,7.16,3.0,114.90292,40.7905,Huang River
1236,38,16,,,,,,114.90292,40.7905,Huang River
1237,38,17,4.8,8.17,0.43,7.29,3.0,114.90292,40.7905,Huang River
1238,38,18,4.1,7.97,0.41,7.22,3.0,114.90292,40.7905,Huang River
1239,38,19,4.6,5.89,0.65,7.03,3.0,114.90292,40.7905,Huang River
1240,38,20,5.6,5.14,0.89,7.11,3.0,114.90292,40.7905,Huang River
1241,38,22,6.4,5.09,0.53,7.29,4.0,114.90292,40.7905,Huang River
1242,38,23,5.6,5.77,0.23,7.26,3.0,114.90292,40.7905,Huang River
1243,38,24,3.8,6.74,0.15,7.3,2.0,114.90292,40.7905,Huang River
1244,38,25,5.4,8.07,0.43,7.33,3.0,114.90292,40.7905,Huang River
1245,38,26,6.9,7.16,0.7,7.25,4.0,114.90292,40.7905,Huang River
1246,38,27,6.9,5.22,0.69,7.06,4.0,114.90292,40.7905,Huang River
